date,ID,NV,IL,NY,IN,OH,KS,OK,KY,OR,LA,PA,MA,AK,MD,AL,RI,ME,AR,SC,MI,SD,MN,AZ,TN,MO,CA,TX,CO,MS,CT,UT,MT,DC,VA,NC,DE,ND,FL,VT,NE,GA,WA,NH,WI,WY,NJ,HI,WV,NM,IA
2020-11-30,0.47,0.4,0.52,0.56,0.52,0.46,0.52,0.77,0.42,0.66,0.58,0.59,0.59,0.24,0.54,0.79,0.41,0.58,0.49,0.6,0.46,0.34,0.67,0.65,0.73,0.63,0.62,0.5,0.54,0.62,0.65,0.27,0.5,0.53,0.57,0.49,0.23,0.53,0.57,0.53,0.64,0.49,0.49,0.52,0.54,0.45,0.48,0.24,0.55,0.42,0.42
2020-12-01,0.48,0.81,0.6,0.64,0.65,0.44,0.66,0.77,0.46,0.59,0.63,0.56,0.53,0.16,0.66,0.74,0.55,0.57,0.42,0.65,0.57,0.45,0.71,0.79,0.58,0.41,0.66,0.61,0.5,0.31,0.58,0.29,0.33,0.5,0.57,0.54,0.39,0.39,0.59,0.35,0.37,0.47,0.42,0.62,0.46,0.56,0.64,0.38,0.41,0.42,0.45
2020-12-02,0.36,0.66,0.52,0.57,0.54,0.49,0.68,0.68,0.5,0.62,0.63,0.57,0.64,0.26,0.65,0.79,0.44,0.64,0.58,0.58,0.55,0.82,0.59,0.94,0.56,0.62,0.64,0.61,0.51,0.66,0.66,0.29,0.25,0.46,0.53,0.5,0.4,0.15,0.57,0.29,0.66,0.55,0.36,0.52,0.56,0.52,0.74,0.42,0.27,0.61,0.69
2020-12-03,0.62,0.73,0.58,0.62,0.61,0.61,0.42,0.58,0.63,0.68,0.57,0.62,0.67,0.58,0.69,0.66,0.38,0.4,0.45,0.45,0.48,0.35,0.61,0.9,0.7,0.38,0.96,0.55,0.64,0.76,0.71,0.35,0.73,0.36,0.65,0.57,0.43,0.47,0.63,0.6,0.45,0.55,0.48,0.6,0.56,0.43,0.56,0.32,0.64,0.59,0.41
2020-12-04,0.58,0.53,0.54,0.64,0.49,0.52,0.82,0.76,0.45,0.64,0.56,0.58,0.7,0.24,0.55,0.58,0.3,0.74,0.65,0.65,0.48,0.18,0.68,0.89,0.55,0.47,0.84,0.58,0.58,0.7,0.58,0.36,0.3,0.59,0.62,0.55,0.53,0.21,0.56,0.77,0.19,0.5,0.58,0.6,0.54,0.69,0.58,0.43,0.35,0.46,0.58
2020-12-05,0.59,0.61,0.54,0.56,0.53,0.47,0.8,0.51,0.44,0.76,0.4,0.56,0.65,0.19,0.65,0.5,0.31,0.47,0.28,0.89,0.51,0.55,0.62,0.79,0.61,0.45,0.8,0.54,0.47,0.31,0.53,0.24,0.1,0.55,0.67,0.48,0.2,0.35,0.58,0.22,0.38,0.47,0.58,0.42,0.51,0.4,0.62,0.23,0.45,0.49,0.41
2020-12-06,0.5,0.68,0.54,0.61,0.49,0.44,0.59,0.59,0.55,0.46,0.53,0.52,0.63,0.46,0.57,0.6,0.43,0.4,0.4,0.72,0.43,0.33,0.51,0.88,0.57,0.48,0.66,0.47,0.55,0.33,0.37,0.26,0.37,0.58,0.78,0.42,0.23,0.34,0.62,0.58,0.39,0.52,0.46,0.43,0.6,0.33,0.61,0.12,0.33,0.54,0.75
2020-12-07,0.47,0.54,0.58,0.73,0.64,0.47,0.38,0.59,0.37,0.48,0.48,0.63,0.72,0.33,0.62,0.3,0.43,0.85,0.42,0.52,0.53,0.39,0.63,0.76,0.48,0.6,0.71,0.59,0.44,0.27,0.62,0.3,0.38,1.0,0.63,0.58,0.34,0.48,0.58,0.48,0.15,0.67,0.45,0.67,0.57,0.31,0.58,0.35,0.71,0.42,0.47
2020-12-08,0.52,0.53,0.47,0.64,0.63,0.45,0.36,0.45,0.51,0.48,0.61,0.63,0.77,0.08,0.51,0.56,0.49,0.75,0.45,0.72,0.5,0.29,0.58,0.73,0.52,0.55,0.74,0.5,0.42,0.34,0.62,0.31,0.45,0.4,0.71,0.73,0.45,0.45,0.49,0.55,0.41,0.46,0.51,0.61,0.52,0.42,0.53,0.55,0.61,0.47,0.5
2020-12-09,0.54,0.62,0.55,0.67,0.49,0.45,0.55,0.52,0.49,0.56,0.7,0.83,0.71,0.25,0.54,0.76,0.46,0.8,0.49,0.78,0.39,0.3,0.66,0.78,0.62,0.41,0.68,0.55,0.45,0.69,0.58,0.33,0.42,0.57,0.57,0.59,0.39,0.2,0.59,0.51,0.38,0.65,0.51,0.6,0.6,0.48,0.55,0.44,0.68,0.53,0.45
2020-12-10,0.5,0.52,0.54,0.61,0.71,0.4,0.56,0.48,0.37,0.6,0.62,0.84,0.53,0.41,0.74,0.84,0.33,0.68,0.36,0.56,0.44,0.61,0.48,0.71,0.69,0.44,0.64,0.48,0.56,0.53,0.66,0.22,0.31,0.61,0.97,0.49,0.63,0.2,0.49,0.58,0.38,0.68,0.52,0.44,0.47,0.78,0.58,0.58,0.43,0.5,0.4
2020-12-11,0.56,0.71,0.52,0.61,0.47,0.49,0.4,0.66,0.3,0.39,0.6,0.69,0.53,0.33,0.63,0.66,0.31,0.66,0.38,0.87,0.41,0.53,0.4,0.78,0.54,0.5,0.7,0.58,0.35,0.46,0.49,0.18,0.46,0.62,0.86,0.5,0.58,0.26,0.63,0.49,0.49,0.62,0.31,0.45,0.48,0.53,0.55,0.31,0.44,0.37,0.48
2020-12-12,0.54,0.45,0.45,0.53,0.52,0.33,0.33,0.63,0.3,0.4,0.57,0.53,0.61,0.36,0.49,0.51,0.37,0.41,0.38,0.62,0.38,0.26,0.49,0.64,0.46,0.43,0.66,0.48,0.42,0.49,0.42,0.25,0.28,0.43,0.67,0.42,0.2,0.4,0.54,0.22,0.34,0.55,0.42,0.71,0.31,0.53,0.48,0.29,0.8,0.56,0.35
2020-12-13,0.61,0.67,0.43,0.47,0.35,0.34,0.49,0.69,0.27,0.49,0.36,0.49,0.42,0.18,0.54,0.44,0.33,0.29,0.49,0.51,0.28,0.2,0.48,0.56,0.7,0.56,0.63,0.42,0.43,0.45,0.37,0.14,0.47,0.49,0.64,0.39,0.38,0.34,0.56,0.43,0.16,0.6,0.31,0.39,0.32,0.59,0.41,0.62,0.42,0.48,0.29
2020-12-14,0.47,0.63,0.35,0.53,0.34,0.39,0.67,0.27,0.48,0.41,0.29,0.42,0.59,0.33,0.41,0.51,0.26,0.74,0.63,0.42,0.4,0.29,0.4,0.71,0.57,0.53,0.58,0.47,0.42,0.27,0.5,0.18,0.46,0.36,0.64,0.46,0.48,0.24,0.5,0.49,0.29,0.58,0.49,0.87,0.43,0.71,0.56,0.37,0.6,0.26,0.48
2020-12-15,0.39,0.51,0.51,0.56,0.42,0.38,0.31,0.39,0.3,0.48,0.49,0.44,0.55,0.25,0.45,0.59,0.35,0.62,0.66,0.6,0.42,0.12,0.55,0.75,0.58,0.55,0.56,0.46,0.4,0.42,0.46,0.25,0.52,0.21,0.48,0.48,0.42,0.2,0.52,0.78,0.3,0.73,0.41,0.3,0.5,0.48,0.51,0.29,0.66,0.29,0.45
2020-12-16,0.67,0.62,0.44,0.53,0.42,0.39,0.47,0.4,0.28,0.58,0.64,0.55,0.47,0.17,0.42,0.71,0.31,0.62,0.56,0.47,0.37,0.36,0.46,0.74,0.56,0.54,0.61,0.5,0.33,0.72,0.36,0.19,0.17,0.38,0.43,0.46,0.18,0.36,0.5,0.52,0.27,0.58,0.38,0.43,0.45,0.32,0.54,0.18,0.43,0.51,0.52
2020-12-17,0.52,0.56,0.52,0.48,0.45,0.41,0.31,0.52,0.32,0.54,0.5,0.32,0.46,0.08,0.48,0.66,0.56,0.66,0.33,0.54,0.34,0.25,0.47,0.76,0.79,0.5,0.66,0.46,0.48,0.25,0.63,0.3,0.44,0.27,0.45,0.38,0.4,0.2,0.54,0.22,0.46,0.54,0.44,0.34,0.38,0.21,0.39,0.29,0.42,0.42,0.63
2020-12-18,0.4,0.47,0.53,0.46,0.45,0.38,0.49,0.28,0.39,0.43,0.53,0.46,0.48,0.09,0.66,0.28,0.2,0.47,0.52,0.54,0.43,0.31,0.55,0.59,0.67,0.37,0.67,0.43,0.5,0.5,0.36,0.21,0.35,0.58,0.43,0.42,0.33,0.55,0.56,0.46,0.46,0.57,0.38,0.52,0.48,0.61,0.44,0.31,0.56,0.36,0.48
2020-12-19,0.64,0.55,0.46,0.52,0.38,0.32,0.42,0.53,0.22,0.34,0.42,0.45,0.45,0.27,0.45,0.55,0.31,0.52,0.39,0.59,0.38,0.2,0.52,0.54,0.75,0.63,0.64,0.44,0.43,0.2,0.66,0.13,0.75,0.76,0.46,0.59,0.36,0.37,0.59,0.31,0.28,0.52,0.41,0.25,0.36,0.47,0.44,0.27,0.42,0.41,0.32
2020-12-20,0.23,0.52,0.47,0.72,0.55,0.38,0.21,0.51,0.36,0.39,0.52,0.43,0.48,0.38,0.47,0.64,0.17,0.66,0.47,0.45,0.32,0.53,0.45,0.7,0.73,0.43,0.68,0.42,0.43,0.65,0.49,0.23,0.7,0.35,0.55,0.48,0.19,0.18,0.66,0.38,0.75,0.68,0.44,0.69,0.42,0.35,0.61,0.64,0.65,0.41,0.46
2020-12-21,0.47,0.62,0.6,0.75,0.58,0.48,0.48,0.7,0.33,0.51,0.73,0.58,0.61,0.26,0.58,0.75,0.55,0.45,0.7,0.81,0.49,0.54,0.68,0.65,0.77,0.57,0.81,0.62,0.52,0.55,0.53,0.22,0.39,0.37,0.86,0.66,0.72,0.49,0.64,0.57,0.46,0.76,0.6,0.59,0.54,0.64,0.55,0.52,0.69,0.47,0.51
2020-12-22,0.62,0.72,0.54,0.57,0.55,0.38,0.45,0.33,0.47,0.42,0.76,0.46,0.61,0.25,0.54,0.64,0.29,0.79,0.88,0.59,0.37,0.25,0.44,0.59,0.48,0.68,0.68,0.61,0.42,0.5,0.34,0.28,0.55,0.37,0.66,0.51,0.42,0.17,0.61,0.3,0.31,0.76,0.52,0.39,0.36,0.54,0.54,0.22,0.59,0.36,0.37
2020-12-23,0.33,0.79,0.5,0.61,0.39,0.39,0.4,0.64,0.59,0.53,0.57,0.46,0.63,0.09,0.53,0.53,0.37,0.51,0.42,0.84,0.34,0.06,0.44,0.69,0.72,0.54,0.61,0.6,0.41,0.56,0.43,0.26,0.41,0.46,0.55,0.53,0.16,0.17,0.58,0.37,0.46,0.63,0.46,0.24,0.48,0.38,0.53,0.42,0.6,0.42,0.31
2020-12-24,0.35,0.28,0.37,0.45,0.37,0.25,0.25,0.44,0.3,0.34,0.48,0.37,0.43,0.27,0.34,0.43,0.17,0.31,0.43,0.66,0.28,0.21,0.33,0.53,0.54,0.43,0.54,0.49,0.35,0.31,0.44,0.18,0.24,0.51,0.56,0.46,0.32,0.06,0.46,0.22,0.34,0.5,0.4,0.25,0.28,0.17,0.44,0.31,0.45,0.43,0.47
